"collection title","accession id","accession date"
"University of Chicago Photographic Archive Series I","kg7cd04fxr208","2014-03-10T11:03:20.355825"
"University of Chicago Photographic Archive Series I","g8c153wngbcs7","2014-07-22T12:07:54.408694"
"University of Chicago Photographic Archive Series I","f0x2m346djzw0","2015-03-23T13:37:23.618941"
"University of Chicago Photographic Archive Series I","91r13mwrzv913","2015-05-13T14:30:35.889992"
"University of Chicago Photographic Archive Series I","bn715c6rb557k","2015-10-19T09:23:45.411281"
"University of Chicago Photographic Archive Series II","1ctj40dm7f3tq","2011-11-30T13:51:18"
"University of Chicago Photographic Archive Series II","nc41vq1gz4q3w","2015-08-11T14:42:13.689271"
"University of Chicago Photographic Archive Series III","bg44cdsqmhckh","2011-11-30T13:58:50"
"University of Chicago Photographic Archive Series III","wk7gff201z84r","2015-08-17T13:34:03.316159"
"University of Chicago Photographic Archive Series IV","sn1wcrfhhw6tc","2011-11-30T14:06:59"
"University of Chicago Photographic Archive Series VI","t3d0hq5h1qpmn","2011-11-30T14:24:15"
"University of Chicago Photographic Archive Series VII","xvntkb2jw61tg","2012-07-28T12:44:55"
"University of Chicago Photographic Archive Series VII","rzm4dwd9wcq7n","2015-10-21T10:09:53.807246"
"University of Chicago President's Oral History Program. Records","63rzzrm4zxdx3","2011-10-06T12:00:19"
"University of Chicago President's Oral History Program. Records","9mvx57qhq1vw9","2011-11-10T16:38:01"
"University of Chicago President's Oral History Program. Records","x240khhwxtc89","2011-11-15T12:00:53"
"University of Chicago President's Oral History Program. Records","z0kb1wghrmd1j","2012-04-06T15:20:31"
"University of Chicago President's Oral History Program. Records","sdr0ttb6c3ns9","2012-09-07T13:15:16"
"University of Chicago President's Oral History Program. Records","kkd8zhzt1xpxk","2013-01-16T14:00:51.078511"
"University of Chicago President's Oral History Program. Records","npw06hd0fkg3n","2013-04-05T16:19:47.955717"
"University of Chicago President's Oral History Program. Records","rg3kbn9v849b0","2013-10-08T16:42:48.341011"
"University of Chicago President's Oral History Program. Records","8n41d5vj2vkx9","2013-12-05T16:49:52.715416"
"University of Chicago President's Oral History Program. Records","zhc3z51p747ss","2015-10-13T09:02:48.180773"
"University of Chicago President's Oral History Program. Records","f2tb2sm9nmz50","2015-11-05T10:29:37.073139"
"University of Chicago. Alumni Association. LGBT Alumni. Records","m5zbtqsxx0bj6","2012-01-24T10:38:25"
"University of Chicago. Alumni Association. Records","01cbnw43srvqh","2015-02-06T09:37:49.142941"
"University of Chicago. Archival Photographic Files","r86kz6pz0968q","2012-03-31T10:38:36"
"University of Chicago. Archival Photographic Files","c6kc3g428h3tk","2012-04-09T16:57:56"
"University of Chicago. Archival Photographic Files","vrpv46c0j4pqj","2013-04-05T16:48:25.196069"
"University of Chicago. Archival Photographic Files","v32h0t8k93fnj","2014-09-23T09:43:54.399949"
"University of Chicago. Board of Trustees. Minutes","z5r8dk5scmwb5","2011-12-02T15:35:02"
"University of Chicago. Board of the Library. Minutes","8trf9j3htc19k","2014-06-26T11:58:03.242945"
"University of Chicago. Campus Publications","5jhfgt47cv9r1","2013-09-27T14:04:19.992731"
"University of Chicago. Campus Publications","4406hfm3np4sn","2014-09-23T09:52:58.850054"
"University of Chicago. Campus Publications","qj02m0f1r779p","2014-11-20T14:36:54.209847"
"University of Chicago. Campus Publications","s121b5wfdx3h6","2015-07-22T10:05:48.728288"
"University of Chicago. Campus Publications","f1w03hrfv8gw3","2015-10-29T10:47:44.345484"
"University of Chicago. Campus Publications. University Directory","m9g77x2vhch4x","2014-02-07T16:30:32.567291"
"University of Chicago. Campus Publications. University Directory","1fgtbdgjf38rc","2014-04-29T09:52:23.475996"
"University of Chicago. Campus Publications. University Directory","xgtcdb60z45f4","2014-07-11T14:39:20.376559"
"University of Chicago. Campus Publications. University Directory","f5q04jtgtr3dw","2014-10-02T09:56:28.770745"
"University of Chicago. Campus Publications. University Directory","7940gnv0zn877","2014-12-11T10:09:28.617663"
"University of Chicago. Campus Publications. University Directory","s720q8bd1vpcz","2015-02-04T10:19:05.033594"
"University of Chicago. Campus Publications. University Directory","ggk23mvhdhzqm","2015-07-23T09:22:07.903898"
"University of Chicago. Campus Publications. University Directory","qzm1z9kt50009","2015-10-28T09:18:58.190314"
"University of Chicago. Center for Gender Studies. Oral History Project. Records","ac09w089234","2006-10-25T14:05:12"
"University of Chicago. Center for Population Economics. Records","4mcrxr2zg54n8","2014-06-04T12:04:00.951035"
"University of Chicago. Department of Education. Records","q1m4qn63v32g5","2015-01-28T12:36:20.443520"
"University of Chicago. Department of Physical Education and Athletics. Records","3vzjtrqsbfb59","2014-06-26T11:37:36.993514"
"University of Chicago. Department of Physical Education and Athletics. Records","2ccwdbpr9m699","2015-01-29T16:43:06.116622"
"University of Chicago. Department of Physical Education and Athletics. Records","w6x9hfr58g0sb","2015-08-21T11:40:24.436902"
"University of Chicago. Department of Physics. Records","ggw965wrqt5qj","2014-08-08T10:18:14.772104"
"University of Chicago. Department of Physics. Records","m8z9r06c818zw","2015-11-09T09:06:36.033167"
"University of Chicago. Department of Sociology. Digital Collection","jq3rz5vjcx60b","2012-10-02T12:51:13"
"University of Chicago. Development and Alumni Relations. Records","9wzj0z57whwt2","2014-12-15T16:32:14.355031"
"University of Chicago. Division of the Humanities. Poem Present Reading and Lecture Series","acb4w57470x","2008-03-19T14:40:54"
"University of Chicago. Facilities Department. Records","cf2k10nbdgrjn","2013-03-18T10:36:25.626996"
"University of Chicago. Facilities Department. Records","j7xppb90qggtz","2013-11-01T16:53:48.667305"
"University of Chicago. Film Studies Center. Records","xcz79tgfg8951","2015-08-05T13:20:20.953352"
"University of Chicago. Film Studies Center. Records","xcz79tgfg8951","2015-08-05T13:20:20.953352"
"University of Chicago. Folklore Society. Records. Addenda.","ch7x861bmmzhg","2013-02-07T15:37:04.568449"
"University of Chicago. Founders' Correspondence. Digital Collection","bkvkn0jt6wws3","2012-11-27T10:30:12.138381"
"University of Chicago. Laboratory Schools. Records","c4bk9jct728xw","2015-02-09T12:21:18.002082"
"University of Chicago. Laboratory Schools. Work Reports. Digital Collection","8jxbk68jsx1n1","2010-12-07T09:26:38"
"University of Chicago. Law Review. Records","gjg5qzxds090x","2014-09-22T13:32:27.738135"
"University of Chicago. Law Review. Records","cvj7n15gkkd2f","2014-12-22T16:09:35.296251"
"University of Chicago. Law School. Chicago Unbound","9qgxv42vmbm68","2014-01-22T15:49:55.693196"
"University of Chicago. Law School. Chicago Unbound","x7vq84jmvnr47","2014-04-09T11:06:03.742032"
"University of Chicago. Law School. Chicago Unbound","j8j26874zzkd5","2014-07-07T09:46:40.494808"
"University of Chicago. Law School. Chicago Unbound","67dzxbhkgpcbf","2014-08-22T16:22:15.735589"
"University of Chicago. Law School. Chicago Unbound","wsvxw08tp4h7v","2014-10-02T10:01:08.055911"
"University of Chicago. Law School. Chicago Unbound","6m97gn17792rg","2015-01-02T11:29:34.386969"
"University of Chicago. Law School. Chicago Unbound","16zwngh1jncvx","2015-04-14T16:09:29.805121"
"University of Chicago. Law School. Chicago Unbound","x68bwgskqmwnj","2015-08-05T10:53:31.212494"
"University of Chicago. Law School. Chicago Unbound","76c45fdt5w1kw","2015-10-05T09:50:43.635653"
"University of Chicago. Law School. Derrick Widmer, MCL 1968","1d2pjkkb8844f","2014-06-26T12:14:29.271910"
"University of Chicago. Law School. Digital Collection","gw34t0vcfcsvq","2013-10-02T16:49:05.989461"
"University of Chicago. Law School. Law Students Association. Records","tk7wpcpv230m3","2015-02-06T16:11:25.579535"
"University of Chicago. Law School. Photographs. Digital Collection","acm815t2g90","2007-03-05T14:40:54"
"University of Chicago. Law School. Records","ac8340j8783","2009-10-21T14:40:54"
"University of Chicago. Law School. Records","acf8j48733g","2010-07-08T14:40:54"
"University of Chicago. Law School. Records","ack651f5k98","2011-03-07T10:10:46"
"University of Chicago. Law School. Records","w82tch0btbs4x","2013-01-25T14:41:01.162892"
"University of Chicago. Law School. Records","0f2sdtc6g9vxh","2013-05-31T13:20:34.534792"
"University of Chicago. Law School. Records","djk8fw78zc8nh","2013-11-26T13:17:22.371053"
"University of Chicago. Law School. Records","qkbtzft5n04dc","2014-03-14T15:53:09.029833"
"University of Chicago. Law School. Records","rwpv8dqx2qp15","2014-11-05T15:40:16.009508"
"University of Chicago. Law School. Records","40j5b2nzk0rzt","2014-12-01T14:00:31.782499"
"University of Chicago. Law School. Records","1p9p3pfsnmr24","2015-01-21T11:52:30.822416"
"University of Chicago. Law School. Records","s1mk15m5wgdqw","2015-02-04T09:42:05.638293"
"University of Chicago. Law School. Records","w6tpcwd7hzfpn","2015-07-21T12:20:06.739307"
"University of Chicago. Law School. Records","5k4zfc8xsn8pt","2015-07-23T16:00:35.775806"
"University of Chicago. Law School. Records","7qb4p6r17sk1q","2015-09-01T08:50:41.116933"
"University of Chicago. Legal Forum. Records","gz4vd78665n4t","2013-04-05T11:36:57.560901"
"University of Chicago. Library. Bookplates","ach7b7v6b6c","2010-12-02T15:17:04"
"University of Chicago. Library. Digital Preservation Collection","ac01z417s6n","2008-03-19T12:32:19"
"University of Chicago. Library. Digital Preservation Collection","acb9v0c8r7g","2010-12-07T10:04:37"
"University of Chicago. Library. Digital Preservation Collection","jzg224qzd3k4q","2011-05-13T10:16:14"
"University of Chicago. Library. Digital Preservation Collection","bqhv058b9sv4w","2011-05-13T10:22:13"
"University of Chicago. Library. Digital Preservation Collection","82rv9t5z218mx","2011-05-13T11:50:39"
"University of Chicago. Library. Digital Preservation Collection","2dgszrpzwqh5n","2013-11-01T13:26:19.742573"
"University of Chicago. Library. Digital Preservation Collection","gwctxtrgc95nv","2014-04-16T11:07:55.613018"
"University of Chicago. Library. Digital Preservation Collection","qpkwd3zf9x61k","2014-05-07T15:56:21.027222"
"University of Chicago. Library. Digital Preservation Collection","3dkz8ctw9d25v","2014-05-21T16:29:56.062339"
"University of Chicago. Library. Digital Preservation Collection","vbg1q8tj46whm","2014-06-09T11:43:16.333087"
"University of Chicago. Library. Digital Preservation Collection","4nvdxnmqh1qfj","2014-07-07T12:21:29.518354"
"University of Chicago. Library. Digital Preservation Collection","gdwqxq5xcdzdt","2014-07-15T10:54:52.071191"
"University of Chicago. Library. Digital Preservation Collection","wzvt3g4d9fvc9","2014-08-01T12:26:54.110436"
"University of Chicago. Library. Digital Preservation Collection","zj5zkwn4b8c14","2014-08-20T14:11:54.919369"
"University of Chicago. Library. Digital Preservation Collection","cv7b6gr9rfskg","2014-08-27T12:00:41.484203"
"University of Chicago. Library. Digital Preservation Collection","jgdbmxz3nkwp6","2014-09-17T13:37:00.664922"
"University of Chicago. Library. Digital Preservation Collection","j4xtgjsjwm803","2015-07-30T09:43:42.462936"
"University of Chicago. Library. Digital Preservation Collection","kbf4jzkg5213w","2015-07-30T10:08:03.586013"
"University of Chicago. Library. Digital Preservation Collection","c132dzsbfr30w","2015-07-30T14:06:38.052919"
"University of Chicago. Library. Digital Preservation Collection","qv14s9pd8pk0f","2015-08-03T08:41:22.861639"
"University of Chicago. Library. Digital Preservation Collection","vcczmsm37r1fv","2015-08-03T09:07:00.173602"
"University of Chicago. Library. Digital Preservation Collection","t6wbr4wm2d16q","2015-08-04T08:57:54.299064"
"University of Chicago. Library. Digital Preservation Collection","dx59nwhsjbsv1","2015-08-04T09:06:30.185858"
"University of Chicago. Library. Digital Preservation Collection","fx5qk70dnm1sk","2015-08-04T10:53:48.889010"
"University of Chicago. Library. Digital Preservation Collection","jf2mqdjs110gp","2015-09-30T10:54:58.121793"
"University of Chicago. Library. Digital Preservation Collection","9940702t7cdhh","2015-11-02T09:09:35.721972"
"University of Chicago. Library. Digital Preservation Collection","q8j44rzh5kqv8","2015-12-15T09:19:29.194099"
"University of Chicago. Library. Kathleen A. Zar Symposium","ac46h0d8n5m","2009-09-18T14:40:54"
"University of Chicago. Library. Kathleen A. Zar Symposium","n38v0xrxmqw84","2011-10-10T16:50:35"
"University of Chicago. Library. Mansueto Library. Records","t3c62c0d3q813","2011-07-28T13:00:18"
"University of Chicago. Library. Mansueto Library. Records","03635br6z23n3","2014-06-26T11:45:37.766767"
"University of Chicago. Library. Map Collection. Digital Collection","ac36m039k2h","2010-04-22T14:40:54"
"University of Chicago. Library. Map Collection. Digital Collection","ac55d3p8t5d","2009-02-18T14:40:54"
"University of Chicago. Library. Map Collection. Digital Collection","acg1h5c3t3d","2008-03-19T14:40:54"
"University of Chicago. Library. Map Collection. Digital Collection","ach0d8n4036","2007-06-21T14:40:54"
"University of Chicago. Library. Map Collection. Digital Collection","acq3r8m4352","2010-07-06T14:40:54"
"University of Chicago. Library. Map Collection. Digital Collection","acq5r2p1x1p","2008-04-22T14:40:54"
"University of Chicago. Library. Map Collection. Digital Collection","acv3b9v0d7g","2008-04-16T14:40:54"
"University of Chicago. Library. Map Collection. Digital Collection","qz0zz15zfp84m","2011-06-14T15:04:57"
"University of Chicago. Library. Map Collection. Digital Collection","xr415g9kzgj04","2012-10-10T16:09:01"
"University of Chicago. Library. Map Collection. Digital Collection","4zzh1msvxt447","2012-10-11T10:20:47"
"University of Chicago. Library. Map Collection. Digital Collection","s2hkstkt2zd7s","2013-06-05T09:54:29.802318"
"University of Chicago. Library. Map Collection. Digital Collection","k0ppthd0f40j6","2013-07-10T13:08:05.482598"
"University of Chicago. Library. Map Collection. Digital Collection","6g1snz3npj6w4","2013-07-15T13:09:40.693500"
"University of Chicago. Library. Map Collection. Digital Collection","dzs3brzn21c4c","2014-07-11T10:25:51.867232"
"University of Chicago. Library. Map Collection. Digital Collection","p22h53d88h9ng","2014-09-03T09:43:19.168980"
"University of Chicago. Library. Map Collection. Digital Collection","x0971s4d8g8wb","2014-09-23T12:37:54.643706"
"University of Chicago. Library. Map Collection. Digital Collection","5tjx455hx89bg","2014-10-02T09:51:04.260225"
"University of Chicago. Library. Map Collection. Digital Collection","qtfqw1cqvm4xq","2014-11-05T14:58:34.023449"
"University of Chicago. Library. Map Collection. Digital Collection","8p744w5wg44g0","2014-11-20T14:47:30.339982"
"University of Chicago. Library. Map Collection. Digital Collection","tp47t5814rk22","2014-11-26T10:24:55.526557"
"University of Chicago. Library. Map Collection. Digital Collection","vn50rh4nxczrw","2015-01-28T16:32:42.648083"
"University of Chicago. Library. Map Collection. Digital Collection","hqvsjx7mjc8xd","2015-08-05T11:11:00.861033"
"University of Chicago. Library. Map Collection. Digital Collection","8118k41z04xm0","2015-08-14T15:51:43.249824"
"University of Chicago. Library. Map Collection. Digital Collection","hbc3rkzgmj5zd","2015-10-20T11:10:27.856935"
"University of Chicago. Library. Office of the Director. Judith Nadler. Records","fjrgvf1rpjb0m","2015-02-03T13:43:33.103066"
"University of Chicago. Library. Office of the Director. Judith Nadler. Records","c4sbv5482h9g8","2015-02-10T16:44:10.324588"
"University of Chicago. Library. Office of the Director. Judith Nadler. Records","vfk2qb20smggr","2015-10-01T11:48:31.132954"
"University of Chicago. Library. Records","acs3j972818","2009-06-17T14:40:54"
"University of Chicago. Library. Records","f46vct635q656","2012-02-07T12:48:40"
"University of Chicago. Library. Records","1db1n032wpqh2","2015-10-01T09:44:38.848653"
"University of Chicago. Library. Records","z5s3fk7hm9n67","2015-11-12T10:00:58.301159"
"University of Chicago. Library. Special Collections Research Center. Departmental. Archives Unit. Records","5n67pkqzp8rdt","2015-01-28T13:14:20.151448"
"University of Chicago. Library. Special Collections Research Center. Exhibitions and Conservation (Preservation). Records. Addenda","c7pjkqz44nxgf","2012-10-04T16:37:46"
"University of Chicago. Library. Special Collections Research Center. Exhibitions and Conservation (Preservation). Records. Addenda","82s7wft3t88dw","2012-11-12T11:59:38.049997"
"University of Chicago. Library. Special Collections Research Center. Exhibitions and Conservation (Preservation). Records. Addenda","633cgb3wzp83v","2013-09-12T12:37:11.123914"
"University of Chicago. Library. Special Collections Research Center. Exhibitions and Conservation (Preservation). Records. Addenda","n1mt4czhwnqgz","2015-02-09T16:19:40.538318"
"University of Chicago. Library. Special Collections Research Center. Records","ach8b4w579p","2010-01-06T14:40:54"
"University of Chicago. Library. Special Collections Research Center. Records","acr3n8x3585","2010-04-13T14:40:54"
"University of Chicago. Library. Special Collections Research Center. Records","ntb5521jvjvb0","2012-03-28T16:28:45"
"University of Chicago. Office of the President, Harper, Judson and Burton Administrations Records 1869-1925. Digital Collection","sknhk42831hjf","2012-08-09T11:36:16"
"University of Chicago. Office of the President, Harper, Judson and Burton Administrations Records 1869-1925. Digital Collection","zq6mrqzr19dfv","2013-01-29T08:59:16.690863"
"University of Chicago. Office of the President, Harper, Judson and Burton Administrations Records 1869-1925. Digital Collection","2nd1986fczrxq","2013-03-21T15:21:43.733479"
"University of Chicago. Office of the President, Harper, Judson and Burton Administrations Records 1869-1925. Digital Collection","bczw16f1ng2tb","2013-05-13T12:20:04.509674"
"University of Chicago. Office of the President, Harper, Judson and Burton Administrations Records 1869-1925. Digital Collection","hq7r6ttmv93dc","2013-07-15T15:30:29.268857"
"University of Chicago. Office of the President, Harper, Judson and Burton Administrations Records 1869-1925. Digital Collection","rk7mw5gsqfmh1","2013-08-19T15:45:27.761790"
"University of Chicago. Office of the President, Harper, Judson and Burton Administrations Records 1869-1925. Digital Collection","h7tpmms8sftkg","2013-10-08T13:47:59.160983"
"University of Chicago. Office of the President, Harper, Judson and Burton Administrations Records 1869-1925. Digital Collection","k0zxmz2nzh4xw","2013-10-24T09:56:42.474150"
"University of Chicago. Office of the President, Harper, Judson and Burton Administrations Records 1869-1925. Digital Collection","wsrp3xs3chwsb","2013-11-26T11:50:34.381182"
"University of Chicago. Office of the President, Harper, Judson and Burton Administrations Records 1869-1925. Digital Collection","bvc0wq5dds6zj","2014-04-17T10:09:40.774217"
"University of Chicago. Office of the President, Harper, Judson and Burton Administrations Records 1869-1925. Digital Collection","nxv5xk0swqhzj","2014-04-30T09:48:48.422216"
"University of Chicago. Office of the President, Harper, Judson and Burton Administrations Records 1869-1925. Digital Collection","f99h2dtw20dpj","2014-06-19T09:58:22.798145"
"University of Chicago. Office of the President, Harper, Judson and Burton Administrations Records 1869-1925. Digital Collection","c9h9qg82336mj","2015-07-14T15:54:14.271413"
"University of Chicago. Office of the Registrar. Records. Addenda","dw45t6kd9tdx5","2013-07-29T16:55:47.848263"
"University of Chicago. Office of the Registrar. Time Schedules","s4r7wpsv81frt","2013-07-29T16:58:28.580543"
"University of Chicago. Office of the Registrar. World War I Service Records. Digital Collection","n5p40q0w0x1d5","2011-09-19T13:53:04"
"University of Chicago. Oriental Institute. Publications","k9vddwjzfmb4x","2014-03-28T11:55:55.329688"
"University of Chicago. Oriental Institute. Publications","d7qp7t4s6mv5z","2014-08-11T11:48:24.107979"
"University of Chicago. Oriental Institute. Publications","01q0xxhfc3qmg","2014-11-14T15:44:36.202627"
"University of Chicago. Oriental Institute. Publications","zbvf8dbkhtqhh","2015-05-26T15:35:17.986542"
"University of Chicago. Undergraduate Philosophy Club. Records","x5hqnffdn9pcs","2012-01-24T12:15:47"
"University of Chicago. Veterans Day Recognition Program. Records.","fqzd51sjfp2fj","2013-01-30T10:35:45.456059"
"University of Chicago. Veterans Day Recognition Program. Records.","5sb3ng0ns4g3g","2013-09-27T12:20:23.873209"
"Verse. Records","zh5qxk1cqpv1b","2015-01-27T15:57:20.465332"
"Verse. Records","n715k0njxzv1c","2015-02-12T11:57:17.211798"
"Video Collection. Digital Collection","75f47j2pr0kkn","2012-10-05T12:40:18"
"Wagoners’ Guild of Apolda, Germany. Digital Collection","rz9jbft6s4h93","2012-11-21T10:37:58.451676"
"Walker, David W. Papers","p87rfwf2p9hjr","2015-01-28T13:24:59.051135"
"Walker, David W. Papers","tnfrd7mqxv39v","2015-09-04T11:26:02.460887"
"Wandering Folksong. Digital Collection","r7ddskpcz8stv","2013-09-25T11:50:42.509501"
"Wells, Ida B. Digital Collection","acd0q7q6r3w","2009-11-25T14:40:54"
"Whitman, Walt, ""The Bible as Poetry."" Digital Collection","zjx3q8qjjzsk6","2012-12-14T15:43:40.538911"
"Winston, Thomas. Digital Collection","acg7f7j7838","2010-12-06T12:47:17"
"Woodruff, Timothy Lester. Digital Collection","bdvhd3ktnbgp2","2012-11-21T10:33:36.107936"
"Wool, Ira G. Papers","xgtcdb60z45f4","2014-10-27T12:27:36.690857"
"Wool, Ira G. Papers","7vh6j746jtmtc","2014-10-29T13:01:05.295404"
"World's Columbian Exposition Records. Digital Collection","8zvhg5d1d2jjw","2014-09-22T09:36:23.182074"
"York, Don. Papers","acz708w3901","2010-12-22T09:44:32"
"York, Don. Papers","act9d1q4s47","2011-01-06T13:29:00"
"York, Don. Papers","pnwsnb5p2t6jg","2014-07-15T12:03:11.081785"
"Yoshitoyo, Ichiryusai. Mashin teate kiho no ben, Makiyama Sensei dempo. Digital Collection","q891jzvjjz29x","2012-11-27T10:27:53.456569"
